id,PdgId,x0,y0,z0,t0,px,py,pz,e0,entry,event_id
0,12,841.2531127929688,65.61843872070313,47.421634674072266,0.0,9064.35,-1396.13,-5271.31,10578.2,0,1000
1,12,739.6593017578125,405.8647155761719,-167.46713256835938,0.0,3079.88,-4412.69,8972.32,10462.3,1,1001
2,12,873.2294311523438,-0.27417370676994324,-78.77693176269531,0.0,9159.98,-2583.47,-4475.48,10517.1,2,1002
3,12,28.9417781829834,726.8480834960938,165.05319213867188,0.0,4030.63,7563.35,5979.61,10450.2,3,1003
4,12,-825.1376953125,-420.3827819824219,-12.107502937316895,0.0,-4377.3,-5452.96,8133.06,10725.8,4,1004
5,12,-331.3193054199219,-749.26220703125,-131.72377014160156,0.0,-10147.1,-2385.17,-1293.2,10503.6,5,1005
6,12,393.86468505859375,-636.3341674804688,236.81707763671875,0.0,5377.68,7047.84,5504.15,10434.9,6,1006
7,12,-312.8966064453125,-827.30224609375,35.108856201171875,0.0,7303.17,-7302.6,2661.01,10665.1,7,1007
8,12,442.2945251464844,545.4591064453125,-219.62075805664063,0.0,9478.86,4163.85,436.377,10362.3,8,1008
9,12,-682.87744140625,113.76351165771484,153.32162475585938,0.0,-761.212,821.914,-10402.7,10462.9,9,1009
10,12,812.8046264648438,-6.975916862487793,-66.00235748291016,0.0,272.182,3768.18,9745.79,10452.5,10,1010
11,12,-273.3135986328125,-905.52587890625,-88.56758880615234,0.0,-8569.22,4450.75,-3469.98,10260.7,11,1011
12,12,912.2609252929688,-236.52220153808594,-23.13619613647461,0.0,60.4885,7483.23,-7061.49,10289.2,12,1012
13,12,318.2764587402344,-245.09268188476563,136.69964599609375,0.0,5187.09,6595.63,-6078.96,10361.6,13,1013
14,12,-464.9178466796875,-296.98187255859375,70.94308471679688,0.0,-3041.67,-2942.99,9958.46,10820.5,14,1014
15,12,-150.53607177734375,-597.4658813476563,160.1676483154297,0.0,2077.13,-9799.55,1495.85,10128.3,15,1015
16,12,645.8839111328125,200.26527404785156,171.84616088867188,0.0,-4711.77,-9317.82,3372.2,10972.4,16,1016
17,12,691.3992309570313,-474.4586486816406,-55.377410888671875,0.0,-9513.16,1920.04,-4405.75,10658.2,17,1017
18,12,-418.9249572753906,-621.412109375,143.77230834960938,0.0,-7078.55,5156.05,5782.68,10494.3,18,1018
19,12,347.6361999511719,797.528564453125,-224.18399047851563,0.0,-3116.56,2648.52,-9688.09,10516,19,1019
20,12,-261.1780700683594,476.7425231933594,-108.6359634399414,0.0,-163.913,3794,-9482.08,10214.3,20,1020
21,12,-869.0879516601563,-4.623042583465576,-221.70904541015625,0.0,6578.73,-739.586,-8500.45,10774.2,21,1021
22,12,-742.3463134765625,78.72175598144531,-208.3663787841797,0.0,1419.63,5814.93,8496.41,10393.2,22,1022
23,12,683.0642700195313,-499.5886535644531,-209.27415466308594,0.0,1019.22,-8435.85,-5688.43,10225.5,23,1023
24,12,-772.6744384765625,-354.5932312011719,51.77679443359375,0.0,-8187.64,6446.77,-2623.88,10746.3,24,1024
25,12,-883.5264282226563,-140.64517211914063,-25.298320770263672,0.0,-6035.67,3285.76,-7677.75,10304,25,1025
26,12,-206.31044006347656,489.588134765625,21.040624618530273,0.0,-10316,2925.96,-1584.76,10839.4,26,1026
27,12,-602.3291015625,-553.9202880859375,-98.7900619506836,0.0,-113.04,-2783.48,-10605.8,10965.5,27,1027
28,12,-661.2044677734375,144.99998474121094,231.2372589111328,0.0,8933.95,286.439,5753.92,10630.4,28,1028
29,12,319.2745361328125,319.7337646484375,-96.75534057617188,0.0,-3992.17,-8774.92,4876.95,10803.8,29,1029
30,12,592.7516479492188,-508.9412841796875,78.25248718261719,0.0,-9063.94,-5339.98,3006.02,10941.1,30,1030
31,12,-36.7052001953125,806.8609619140625,185.56027221679688,0.0,956.652,559.05,-10480,10538.4,31,1031
32,12,-146.44107055664063,-811.9534912109375,111.91355895996094,0.0,-3215.53,1910.73,10326.3,10982.9,32,1032
33,12,-253.68385314941406,468.7938537597656,-135.47657775878906,0.0,-3921.13,-9087.84,-2689.33,10256.5,33,1033
34,12,-509.4360046386719,-798.9209594726563,-221.01632690429688,0.0,-3734.24,1187.26,-10275,10996.8,34,1034
35,12,76.32060241699219,-669.4678344726563,-205.5841522216797,0.0,-6313.6,-5455.47,7009.65,10897.7,35,1035
36,12,295.57659912109375,-374.3898010253906,-163.19346618652344,0.0,-1710.9,10155.5,-1250.72,10374.3,36,1036
37,12,653.4376220703125,696.0579833984375,78.14942169189453,0.0,1835.61,9610.75,-2278.66,10046.3,37,1037
38,12,600.7669067382813,-94.17987823486328,91.0741195678711,0.0,2173.47,-9233.04,-3723.92,10190.2,38,1038
39,12,-469.21075439453125,-767.6034545898438,21.11588478088379,0.0,-10595.2,-303.09,-226.143,10602,39,1039
40,12,-434.7477722167969,-317.6221618652344,-140.9567108154297,0.0,9793.68,-4649.49,1563.03,10953.4,40,1040
41,12,-319.22705078125,-403.0303039550781,85.6801528930664,0.0,-3963.03,8778.73,-2832.61,10039.7,41,1041
42,12,-645.6817626953125,-219.78369140625,166.11412048339844,0.0,6171.55,8193.05,-2729.82,10614.4,42,1042
43,12,838.595458984375,513.1629638671875,23.943729400634766,0.0,-9150.29,2115.7,5123.35,10698.3,43,1043
44,12,63.81394958496094,501.0106201171875,130.9404296875,0.0,-4292.06,-9341.74,-1448.56,10382.1,44,1044
45,12,135.06024169921875,-422.6431884765625,-90.71678924560547,0.0,-8079.89,-6149.62,-2627,10488.3,45,1045
46,12,-183.44796752929688,150.86001586914063,119.0661849975586,0.0,-3050.6,-252.592,10335.2,10778.9,46,1046
47,12,-641.52099609375,249.46432495117188,-79.00694274902344,0.0,-3775.17,-3462.05,8773.78,10159.6,47,1047
48,12,-561.7721557617188,102.16531372070313,-183.88424682617188,0.0,9557.48,-4977.28,698.188,10798.4,48,1048
49,12,-408.1446533203125,233.32461547851563,-73.45829010009766,0.0,1660.01,-1163.62,-10781.1,10970,49,1049
50,12,-301.2771911621094,949.6307983398438,18.374555587768555,0.0,-2963.3,7671.66,5793,10059.5,50,1050
51,12,-454.1729431152344,-768.313232421875,-206.4598846435547,0.0,3287.59,5102.19,-7971.59,10019.3,51,1051
52,12,370.2452392578125,-854.96240234375,8.901636123657227,0.0,-10312.1,-2772.06,-50.1465,10678.3,52,1052
53,12,-876.6505737304688,225.82102966308594,239.53411865234375,0.0,4973.73,-8737.25,-3303.4,10582.5,53,1053
54,12,72.80611419677734,608.1844482421875,-16.182445526123047,0.0,-855.016,-150.614,10544.6,10580.3,54,1054
55,12,-453.9418640136719,-17.16057014465332,-183.1781005859375,0.0,-1815.99,-9050.08,-4302.14,10183.8,55,1055
56,12,919.1126098632813,-364.9200744628906,54.18661117553711,0.0,939.964,6629.95,-7879.95,10340.9,56,1056
